Projectnummer;LAM MK;Building FID;Opdrachtnummer Extern;Status Omschrijving;Blok;Cluster NR;Straat;Huisnummer;Huisnummer Toevoeging;Wall Mount;SS Reason;Height Cable;Number Floors;Building comment;Quadrant;Kamer;Seq;Plaats;BUILDING KEY;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Status;SSV Completed;xPos;yPos;SSV Date;TSA NEEDED;TSA SENT;TSA SIGNED;Surveyor;Opdrachttemplate;SYNDIC NAME;SYNDIC ADDRESS;SYNDIC ZIPCODE;SYNDIC CITY;SYNDIC PHONE;SYNDIC DATE;SYNDIC EMAIL;SYNDIC INTERNAL REF;BG Name;SSV COMPLETED DATE
ANTWERPEN-WEST - FH11;977593;726273;;Site Survey;BL1118;;Gijzelaarsstraat;58;;Y;NA;3;4;_;;;;Antwerpen;977593;MDU;1;3;0;4;Site Survey;;151372;210709;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2061002;33498678;;Site Survey;BL1117;;Vlaamsekaai;55;;Y;NA;3;5;_;;;;Antwerpen;2061002;SDU;1;0;0;1;Site Survey;;151474;210973;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;2060962;683007;;Site Survey;BL1105;;Visserskaai;3;;Y;NA;3;4;_;;;;Antwerpen;2060962;MDU;0;8;1;9;Site Survey;;151341;211090;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;977611;726286;;Site Survey;BL1118;;Gillisplaats;7;;Y;NA;3;5;_;;;;Antwerpen;977611;MDU;1;3;0;4;Site Survey;;151395;210874;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2061003;33498681;;Site Survey;BL1117;;Vlaamsekaai;56;;Y;NA;3;5;_;;;;Antwerpen;2061003;MDU;0;11;1;12;Site Survey;;151479;210973;;;;;Geert Stockman;BUILDING template;Beveko;Fruithoflaan 79 B1;2600;Berchem;03 440 38 44;10/05/2020;;;;11/05/2020
ANTWERPEN-WEST - FH11;2060963;683008;;Site Survey;BL1105;;Visserskaai;4;;Y;NA;3;4;_;;;;Antwerpen;2060963;MDU;0;4;0;4;Site Survey;;151348;211085;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;977612;726287;;Site Survey;BL1118;;Gillisplaats;8;;Y;NA;3;4;_;;;;Antwerpen;977612;MDU;1;3;0;4;Site Survey;;151388;210876;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2061006;33498686;;Site Survey;BL1117;;Vlaamsekaai;59;;Y;NA;3;6;_;;;;Antwerpen;2061006;MDU;0;7;1;8;Site Survey;;151459;210957;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;2060964;683009;;Site Survey;BL1105;;Visserskaai;8;;Y;NA;3;4;_;;;;Antwerpen;2060964;MDU;0;3;0;3;Site Survey;;151355;211080;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;977614;726289;;Site Survey;BL1118;;Pacificatiestraat;15;;Y;NA;3;4;_;;;;Antwerpen;977614;MDU;0;4;0;4;Site Survey;;151338;210712;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2061020;33498698;;Site Survey;BL1118;;Vlaamsekaai;82;;Y;NA;10;6;_;;;;Antwerpen;2061020;MDU;3;4;1;8;Site Survey;;151323;210781;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060965;683010;;Site Survey;BL1105;;Visserskaai;9;;Y;NA;3;4;_;;;;Antwerpen;2060965;MDU;0;4;0;4;Site Survey;;151360;211076;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;977618;726291;;Site Survey;BL1118;;Pacificatiestraat;1;;Y;NA;4;4;;;;;Antwerpen;977618;MDU;3;0;0;3;Site Survey;;151302;210714;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2061802;683704;;Site Survey;BL1113;;Vorstermanstraat;12;;N;ORN;;5;_;;;;Antwerpen;2061802;MDU;3;8;1;12;Site Survey;;151722;211175;;;;;Maayken Vanfleteren;BUILDING template;03 beheer;;;;;12/05/2020;;;;12/05/2020
ANTWERPEN-WEST - FH11;2060966;683011;;Site Survey;BL1105;;Visserskaai;10;;Y;NA;3;4;_;;;;Antwerpen;2060966;MDU;0;2;0;2;Site Survey;;151366;211076;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;977619;14151270;;Site Survey;BL1118;;Pacificatiestraat;9;;Y;NA;4;5;_;;;;Antwerpen;977619;MDU;0;8;0;8;Site Survey;;151325;210720;;;;;Hidde Kiekens;BUILDING template;Beheer bvba;;;;;7/05/2020;;;;7/05/2020
ANTWERPEN-WEST - FH11;2062524;33498734;;Site Survey;BL1111;;Waalsekaai;5;;N;IRREG;4;2;_;;;;Antwerpen;2062524;MDU;0;7;1;8;Site Survey;;151641;211401;;;;;Geert Stockman;BUILDING template;;;;;;;;;Waalsekaai 2-3-4-5;11/05/2020
ANTWERPEN-WEST - FH11;2060967;683012;;Site Survey;BL1112;;Vlaamsekaai;2;;Y;NA;3;3;_;;;;Antwerpen;2060967;SDU;1;0;0;1;Site Survey;;151735;211316;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;977800;14151271;;Site Survey;BL1117;;Gillisplaats;2;;N;IRREG;4;6;_;;;;Antwerpen;977800;MDU;0;8;1;9;Site Survey;;151435;210924;;;;;Geert Stockman;BUILDING template;Fidimco;Meir 24;2000;Antwerpen;03 231 26 17;10/05/2020;;;Verschansingstraat 52-54-56_Gillisplaats 2_Vlaamse Kaai 63;11/05/2020
ANTWERPEN-WEST - FH11;2062532;33498753;;Site Survey;BL1110;;Waalsekaai;15;;Y;NA;3;1;_;;;;Antwerpen;2062532;SDU;0;1;0;1;Site Survey;;151554;211288;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;NB-200016A1883;;;Site Survey;;;Verschansingstraat;16;A;N;IRREG;;4;_;;;;Antwerpen;NB-200016A1883;SDU;1;0;0;1;Site Survey;;151685;211127;2/05/2020;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060971;683013;;Site Survey;BL1112;;Vlaamsekaai;8;;Y;NA;3;4;_;;;;Antwerpen;2060971;MDU;1;3;0;4;Site Survey;;151718;211300;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;977804;726298;;Site Survey;BL1117;;Verschansingstraat;24;;Y;NA;3;4;_;;;;Antwerpen;977804;MDU;1;3;0;4;Site Survey;;151554;210945;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;2062538;33498771;;Site Survey;BL1108;;Waalsekaai;26;;Y;NA;4;2;;;;;Antwerpen;2062538;SDU;0;1;0;1;Site Survey;;151452;211202;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060972;683014;;Site Survey;BL1112;;Vlaamsekaai;10;;Y;NA;3;4;_;;;;Antwerpen;2060972;MDU;1;4;0;5;Site Survey;;151724;211276;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;977806;726300;;Site Survey;BL1116;;Verschansingstraat;18;;Y;NA;3;4;_;;;;Antwerpen;977806;MDU;0;3;0;3;Site Survey;;151591;210952;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;2062540;33498785;;Site Survey;BL1108;;Waalsekaai;27;B;Y;NA;4;2;;;;;Antwerpen;2062540;SDU;0;1;0;1;Site Survey;;151452;211186;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060973;14151240;;Site Survey;BL1112;;Vlaamsekaai;14;;Y;NA;3;4;_;;;;Antwerpen;2060973;MDU;1;3;0;4;Site Survey;;151692;211264;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;977814;726306;;Site Survey;BL1117;;Pourbusstraat;2;;Y;NA;3;6;_;;;;Antwerpen;977814;MDU;0;5;0;5;Site Survey;;151485;210998;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;2062550;33498870;;Site Survey;BL1102;;Waalsekaai;55;;N;IRREG;4;6;_;;;;Antwerpen;2062550;MDU;0;8;1;9;Site Survey;;151280;210930;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Waalse Kaai 54-55;4/05/2020
ANTWERPEN-WEST - FH11;2060974;683016;;Site Survey;BL1113;;Vlaamsekaai;19;;Y;NA;4;5;_;;;;Antwerpen;2060974;MDU;0;10;1;11;Site Survey;;151665;211231;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;977815;726307;;Site Survey;BL1116;;Pourbusstraat;1;;Y;NA;3;4;_;;;;Antwerpen;977815;MDU;0;4;0;4;Site Survey;;151505;211011;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;2062830;33498408;;Site Survey;BL1114;;Leopold de Waelplaats;12;;Y;NA;5;4;_;;;;Antwerpen;2062830;MDU;1;3;0;4;Site Survey;;151729;211058;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;NB-200050cd148;;;Site Survey;;;Leuvenstraat;5;;N;HEIGHT;;6;_;;;;Antwerpen;NB-200050cd148;MDU;0;7;0;7;Site Survey;;151480;211306;6/05/2020;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
