File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;planrrr_bid;planrrr_uid
1732;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;632755;'20190830143909;1781985;'1630000;'4368;Adriaan Brouwerstraat;'13;';2000;Antwerpen;;'152406,485;'213085,403;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11077881;;SU;1;'SU1;'SU1;';'0;;SU1;SU1;;0;;Y;;;;NA;;;;;;;N;MODIFY;;;';1781985;11077881
1733;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;632759;'20191004142310;1782047;'1630000;'4368;Adriaan Brouwerstraat;'29;';2000;Antwerpen;;'152481,254;'213086,644;;N;IRREG;2;6;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;1735264;;LU;1;'1;'1;';'0;MDU;1;1;;0;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;MODIFY;;;';1782047;1735264
1734;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;632759;'20191004142310;1782047;'1630000;'4368;Adriaan Brouwerstraat;'29;';2000;Antwerpen;;'152481,254;'213086,644;;N;IRREG;2;6;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11077885;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;;;;NA;;;;;;;N;MODIFY;;;';1782047;11077885
1735;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;632760;'20191006010430;1782050;'1630000;'4368;Adriaan Brouwerstraat;'31;';2000;Antwerpen;;'152493,628;'213087,047;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;1746946;;BU;1;'1;'1;';'0;MDU;1;1;;0;;Y;#A3.4;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1782050;1746946
1736;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;632760;'20191006010430;1782050;'1630000;'4368;Adriaan Brouwerstraat;'31;';2000;Antwerpen;;'152493,628;'213087,047;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;1747263;;BU;1;'101;'101;';'1;MDU;101;101;;1;;Y;#BU.1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1782050;1747263
1737;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;632760;'20191006010430;1782050;'1630000;'4368;Adriaan Brouwerstraat;'31;';2000;Antwerpen;;'152493,628;'213087,047;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;1747264;;BU;1;'201;'201;';'2;MDU;201;201;;2;;Y;#BU.2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1782050;1747264
1738;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;632760;'20191006010430;1782050;'1630000;'4368;Adriaan Brouwerstraat;'31;';2000;Antwerpen;;'152493,628;'213087,047;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;1747266;;BU;1;'301;'301;';'3;MDU;301;301;;3;;Y;#BU.GV;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1782050;1747266
1739;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;632760;'20191006010430;1782050;'1630000;'4368;Adriaan Brouwerstraat;'31;';2000;Antwerpen;;'152493,628;'213087,047;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';5;11077886;;SU;1;'SU1;'SU1;';'0;MDU;SU1;SU1;;0;;Y;;;;APPART;;;;;;;N;MODIFY;;;';1782050;11077886
1740;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;637860;'20190110010955;182977;'1630000;'4368;Adriaan Brouwerstraat;'33;';2000;Antwerpen;;'152509,129;'213088,627;;N;MON;4;12;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;1753752;;BU;1;';';';';;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;KEEP;;;';182977;1753752
1741;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093724;'20190527165842;59271;'1630000;'4368;Adriaan Brouwerstraat;'17;';2000;Antwerpen;;'152421,682;'213086,435;;N;MON;4;12;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';2;11077887;;BU;1;';';';';;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';59271;11077887
1742;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093724;'20190527165842;59271;'1630000;'4368;Adriaan Brouwerstraat;'17;';2000;Antwerpen;;'152421,682;'213086,435;;N;MON;4;12;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;10358656;;LU;1;';';';';;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;DELETE;;;';59271;10358656
1743;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196641;'20190705082411;59272;'1630000;'4368;Adriaan Brouwerstraat;'3;';2000;Antwerpen;;'152336,854;'213083,266;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';;;;BU;1;'1;'1;';'0;MDU;1;1;;0;;;;;;;B;BOWN;;;;;N;NEW;;;';59272;
1744;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196641;'20190705082411;59272;'1630000;'4368;Adriaan Brouwerstraat;'3;';2000;Antwerpen;;'152336,854;'213083,266;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';1;11076535;;LU;1;'101;'101;';'1;MDU;101;101;;1;;;;;;;B;BOWN;;;;;N;MODIFY;;;';59272;11076535
1745;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196641;'20190705082411;59272;'1630000;'4368;Adriaan Brouwerstraat;'3;';2000;Antwerpen;;'152336,854;'213083,266;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';2;11076536;;LU;1;'201;'201;';'2;MDU;201;201;;2;;;;;;;B;BOWN;;;;;N;MODIFY;;;';59272;11076536
1746;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196641;'20190705082411;59272;'1630000;'4368;Adriaan Brouwerstraat;'3;';2000;Antwerpen;;'152336,854;'213083,266;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';3;11076537;;LU;1;'301;'301;';'3;MDU;301;301;;3;;;;;;;B;BOWN;;;;;N;MODIFY;;;';59272;11076537
1747;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196641;'20190705082411;59272;'1630000;'4368;Adriaan Brouwerstraat;'3;';2000;Antwerpen;;'152336,854;'213083,266;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';4;11076538;;LU;1;'401;'401;';'4;MDU;401;401;;4;;;;;;;B;BOWN;;;;;N;MODIFY;;;';59272;11076538
1748;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196641;'20190705082411;59272;'1630000;'4368;Adriaan Brouwerstraat;'3;';2000;Antwerpen;;'152336,854;'213083,266;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';5;11076539;;LU;1;'501;'501;';'5;MDU;501;501;;5;;;;;;;B;BOWN;;;;;N;MODIFY;;;';59272;11076539
1749;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196641;'20190705082411;59272;'1630000;'4368;Adriaan Brouwerstraat;'3;';2000;Antwerpen;;'152336,854;'213083,266;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';6;11076540;;LU;1;'601;'601;';'6;MDU;601;601;;6;;;;;;;B;BOWN;;;;;N;MODIFY;;;';59272;11076540
1750;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196641;'20190705082411;59272;'1630000;'4368;Adriaan Brouwerstraat;'3;';2000;Antwerpen;;'152336,854;'213083,266;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';;;;SU;1;'SU1;'SU1;';'0;MDU;SU1;SU1;;0;;;;;;;B;BOWN;;;;;N;NEW;;;';59272;
1751;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196641;'20190705082411;59272;'1630000;'4368;Adriaan Brouwerstraat;'3;';2000;Antwerpen;;'152336,854;'213083,266;;Y;NA;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';;;;SU;1;'SU2;'SU2;';'0;MDU;SU2;SU2;;0;;;;;;;B;BOWN;;;;;N;NEW;;;';59272;
1752;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622306;'20191004142326;1734627;'1630000;'464;Sint-Aldegondiskaai;'20;';2000;Antwerpen;;'152406,01;'213095,863;;Y;NA;5;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;1696210;;BU;1;';';';';;;;;;;Y;#A1/APPARTEMENT 1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1734627;1696210
1753;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;714092;'20190923151050;59276;'1630000;'464;Sint-Aldegondiskaai;'30;';2000;Antwerpen;;'152430,678;'213096,015;;N;IRREG;3;0;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;1743673;;BU;1;';';';';;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;KEEP;;;';59276;1743673
1754;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;714095;'20200210133800;59279;'1630000;'464;Sint-Aldegondiskaai;'36;';2000;Antwerpen;;'152449,952;'213093,904;;Y;NA;1;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;1762618;;BU;1;';';';';;;;;;;Y;;OFFICE;KANTOORGEBOUW - BATIMENT DE BUREAU;NA;;;;;;;N;KEEP;;;';59279;1762618
1755;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622308;'20191004142327;1734632;'1630000;'464;Sint-Aldegondiskaai;'46;';2000;Antwerpen;;'152485,96;'213102,174;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;10360234;;LU;1;'1;'1;';'0;MDU;1;1;;0;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;MODIFY;;;';1734632;10360234
1756;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622308;'20191004142327;1734632;'1630000;'464;Sint-Aldegondiskaai;'46;';2000;Antwerpen;;'152485,96;'213102,174;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;10360235;;LU;1;'2;'2;';'0;MDU;2;2;;0;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;MODIFY;;;';1734632;10360235
1757;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622308;'20191004142327;1734632;'1630000;'464;Sint-Aldegondiskaai;'46;';2000;Antwerpen;;'152485,96;'213102,174;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;10360236;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;MODIFY;;;';1734632;10360236
1758;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622308;'20191004142327;1734632;'1630000;'464;Sint-Aldegondiskaai;'46;';2000;Antwerpen;;'152485,96;'213102,174;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;10360237;;LU;1;'201;'201;';'2;MDU;201;201;;2;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;MODIFY;;;';1734632;10360237
1759;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622308;'20191004142327;1734632;'1630000;'464;Sint-Aldegondiskaai;'46;';2000;Antwerpen;;'152485,96;'213102,174;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';5;10360238;;LU;1;'202;'202;';'2;MDU;202;202;;2;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;MODIFY;;;';1734632;10360238
1760;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622308;'20191004142327;1734632;'1630000;'464;Sint-Aldegondiskaai;'46;';2000;Antwerpen;;'152485,96;'213102,174;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';6;10360239;;LU;1;'301;'301;';'3;MDU;301;301;;3;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;MODIFY;;;';1734632;10360239
1761;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;707390;'20190923150742;4513324;'1630000;'464;Sint-Aldegondiskaai;'48;';2000;Antwerpen;;'152490,746;'213102,329;;Y;NA;5;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;1795586;;BU;1;';';';';;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';4513324;1795586
1762;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622309;'20191004142327;1734633;'1630000;'464;Sint-Aldegondiskaai;'50;';2000;Antwerpen;;'152495,463;'213102,437;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;10365478;;LU;1;'1;'1;';'0;MDU;1;1;;0;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';1734633;10365478
1763;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622309;'20191004142327;1734633;'1630000;'464;Sint-Aldegondiskaai;'50;';2000;Antwerpen;;'152495,463;'213102,437;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;10365479;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';1734633;10365479
1764;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622309;'20191004142327;1734633;'1630000;'464;Sint-Aldegondiskaai;'50;';2000;Antwerpen;;'152495,463;'213102,437;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;10365480;;LU;1;'201;'201;';'2;MDU;201;201;;2;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';1734633;10365480
1765;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622309;'20191004142327;1734633;'1630000;'464;Sint-Aldegondiskaai;'50;';2000;Antwerpen;;'152495,463;'213102,437;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;10365481;;LU;1;'301;'301;';'3;MDU;301;301;;3;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';1734633;10365481
1766;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622311;'20191004142327;1734635;'1630000;'464;Sint-Aldegondiskaai;'54;';2000;Antwerpen;;'152505,006;'213102,763;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;1812010;;LU;1;'1;'1;';'0;MDU;1;1;;0;;Y;#DEEL 34B;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;MODIFY;;;';1734635;1812010
1767;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622311;'20191004142327;1734635;'1630000;'464;Sint-Aldegondiskaai;'54;';2000;Antwerpen;;'152505,006;'213102,763;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;1812011;;LU;1;'2;'2;';'0;MDU;2;2;;0;;Y;#DEEL 34B;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;MODIFY;;;';1734635;1812011
1768;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622311;'20191004142327;1734635;'1630000;'464;Sint-Aldegondiskaai;'54;';2000;Antwerpen;;'152505,006;'213102,763;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;1812012;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;#DEEL 34B;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;MODIFY;;;';1734635;1812012
1769;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622311;'20191004142327;1734635;'1630000;'464;Sint-Aldegondiskaai;'54;';2000;Antwerpen;;'152505,006;'213102,763;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;11077964;;LU;1;'102;'102;';'1;MDU;102;102;;1;;Y;;;;NA;;;;;;;N;MODIFY;;;';1734635;11077964
1770;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622311;'20191004142327;1734635;'1630000;'464;Sint-Aldegondiskaai;'54;';2000;Antwerpen;;'152505,006;'213102,763;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';5;11077965;;LU;1;'201;'201;';'2;MDU;201;201;;2;;Y;;;;NA;;;;;;;N;MODIFY;;;';1734635;11077965
1771;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622311;'20191004142327;1734635;'1630000;'464;Sint-Aldegondiskaai;'54;';2000;Antwerpen;;'152505,006;'213102,763;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';6;11077966;;LU;1;'301;'301;';'3;MDU;301;301;;3;;Y;;;;NA;;;;;;;N;MODIFY;;;';1734635;11077966
1772;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622311;'20191004142327;1734635;'1630000;'464;Sint-Aldegondiskaai;'54;';2000;Antwerpen;;'152505,006;'213102,763;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';7;11077967;;LU;1;'302;'302;';'3;MDU;302;302;;3;;Y;;;;NA;;;;;;;N;MODIFY;;;';1734635;11077967
1773;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622311;'20191004142327;1734635;'1630000;'464;Sint-Aldegondiskaai;'54;';2000;Antwerpen;;'152505,006;'213102,763;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';8;11077968;;LU;1;'401;'401;';'4;MDU;401;401;;4;;Y;;;;NA;;;;;;;N;MODIFY;;;';1734635;11077968
1774;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;622313;'20191004142327;1734638;'1630000;'464;Sint-Aldegondiskaai;'60;';2000;Antwerpen;;'152520,632;'213103,587;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;1826004;;BU;1;';';';';;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;KEEP;;;';1734638;1826004
1775;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;707391;'20191006010430;4513329;'1630000;'464;Sint-Aldegondiskaai;'62;';2000;Antwerpen;;'152525,906;'213103,617;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;11077973;;BU;1;'1;'1;';'0;MDU;1;1;;0;;Y;;;;NA;;;;;;;N;MODIFY;;;';4513329;11077973
1776;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;707391;'20191006010430;4513329;'1630000;'464;Sint-Aldegondiskaai;'62;';2000;Antwerpen;;'152525,906;'213103,617;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;1829067;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';4513329;1829067
1777;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;707391;'20191006010430;4513329;'1630000;'464;Sint-Aldegondiskaai;'62;';2000;Antwerpen;;'152525,906;'213103,617;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11077971;;LU;1;'201;'201;';'2;MDU;201;201;;2;;Y;;;;NA;;;;;;;N;MODIFY;;;';4513329;11077971
1778;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;707391;'20191006010430;4513329;'1630000;'464;Sint-Aldegondiskaai;'62;';2000;Antwerpen;;'152525,906;'213103,617;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11077972;;LU;1;'301;'301;';'3;MDU;301;301;;3;;Y;;;;NA;;;;;;;N;MODIFY;;;';4513329;11077972
